iter	Logloss
540	0.002705743819
541	0.002700311827
542	0.002695631853
543	0.002684630175
544	0.002681050921
545	0.002676118504
546	0.002669117242
547	0.00266299932
548	0.00265408476
549	0.002648825101
550	0.551	0.0025315551	0.552	0.002523552	0.0026177663
553	0.002613024916
554	0.00260739828
555	0.002601849629
556	0.002598538968
557	0.002592930819
558	0.002589633333
559	0.002582617835
560	0.0025792566
561	0.002574341395
562	0.002568217735
563	0.002563076648
564	0.002558965734
565	0.002553620228
566	0.002547630439
567	0.002542211198
568	0.002537553323
569	0.002531095835
570	0.002526968983
571	0.002519982596
572	0.002516533602
573	0.002512716355
574	0.002507038507
575	0.002502719136
576	0.002496586764
577	0.002491043426
578	0.579	0.0023591579	0.002471462291
580	0.002467710704
581	0.582	0.0023445582	0.002455200529
583	0.002450850346
584	0.002444897106
585	0.002439880329
586	0.002434992535
587	0.002428222043
588	0.002422425199
589	0.002418881857
590	0.002411669163
591	0.002407895052
592	0.002402858938
593	0.002399348958
594	0.002393693635
595	0.002388834741
596	0.002384510482
597	0.002379568078
598	0.002372454407
599	0.002366968655
600	0.002361720896
601	0.002356465488
602	0.002348897716
603	0.002345541157
604	0.002342060501
605	0.002337741342
606	0.002332077519
607	0.002328760484
608	0.002325165506
609	0.002318613669
610	0.002313333399
611	0.002307473444
612	0.002302634737
613	0.0022984452
614	0.002294683839
615	0.002289946491
616	0.002286378925
617	0.002276111839
618	0.002270187286
619	0.0022620668176620	0.0022567763462621	0.002251669266622	0.0022450084146623	0.0022401779946624	0.0022356301926625	0.0022323490686626	0.0022287721516627	0.002222848874
628	0.002218807445
629	0.0022138253046630	0.0022086132446631	0.002205646187
632	0.002201015299
633	0.00219856354
634	0.002195527847
635	0.002191472181
636	0.002188777541
637	0.002186019153
638	0.002181797529
639	0.002177947133
640	0.0021745223636641	0.0021717195636642	0.002168340479
643	0.002164256551
644	0.002161344742
645	0.002157953121
646	0.002153575314
647	0.002149632058
648	0.002145448895
649	0.002138899822
650	0.002136358815
651	0.0021322938
652	0.002120778522
653	0.0021092751456654	0.0021043467656655	0.0020986457566656	0.0020952764476657	0.0020895539766658	0.00208549151
659	0.002082540815
660	0.002077997687
662	0.001980507705
663	0.0019766469596664	0.0019744170116665	0.0019709034526666	0.0019672927646667	0.0019619738886668	0.0019557435576669	0.0019522560826670	0.001949408089670	0.002035951869
671	0.002033063222
672	0.00203071771
673	0.002027352651
674	0.002024489503
67676	0.0019271131367677	0.0019233471167678	0.0019203710678679	0.0019172785679680	0.0019128758680681	0.0019096384681682	0.0019070816682683	0.0019036960683684	0.0019011100684685	0.0018983029685686	0.0018933207686687	0.0018890380687688	0.001884842268689	0.0018804845568690	0.0018768145669691	0.0018739755769692	0.0018718485569693	0.001867466326694	0.0018651151886695	0.0018628455656696	0.0018596260996697	0.0018581389826698	0.0018543914346699	0.0018513436096700	0.0018480118977701	0.0018437467477702	0.0018413352467703	0.0018353113427704	0.001832565477
705	0.001830683333
706	0.0018277955070707	0.0018248401970708	0.0018227251770709	0.0018191910370710	0.0018158543371711	0.001812498007
712	0.001809446392
713	0.001804747294
714	0.001800640403
715	0.00179713715	0716	0.00179487716	0717	0.00179058717718	0.0017867451718719	0.0017841366719720	0.0017825077720721	0.0017800823721722	0.0017772036722723	0.0017756096723724	0.0017730211724725	0.0017707437725726	0.0017679198726727	0.0017625469727728	0.0017596099728729	0.0017557536729730	0.0017520104730731	0.0017489642731732	0.001746465732	733	0.001743920733	734	0.001742369734	735	0.001740100735	736	0.00173640736	0737	0.00173456737	738	0.001732770738	739	0.001728583739	740	0.001724307740	741	0.001722084741	742	0.001718590742	743	0.001716508743	744	0.001714320744	745	0.001711992877
746	0.001709870693
747	0.001706878976
748	0.00170281936
749	0.001699326954
750	0.001696826949
751	0.001694701973
752	0.001691138985
753	0.001689518943
754	0.001686397708
755	0.001684567354
756	0.001682070561
757	0.00167929628
758	0.001677513631
759	0.001675187423
760	0.001672911228
761	0.001671085526
762	0.001668452891
763	0.001665970355
764	0.001662826469
765	0.001659114455
766	0.00165700401
767	0.001655685826
768	0.001652676623
769	0.001649828543
770	0.001648216952
771	0.00164665836
772	0.001644094231
773	0.001641752771
774	0.001639795955
775	0.001636829443
776	0.001633972338
777	0.001632177659
778	0.001630124342
779	0.001628384912
780	0.001625833503
781	0.001623297375
782	0.001621233085
783	0.001619673874
784	0.001617551177
785	0.001613525653
786	0.00161051247
787	0.0016079730578788	0.0016052551878789	0.0016033320789790	0.0016008182790791	0.0015984967791792	0.001596220479793	0.0015931313793794	0.0015906157794795	0.001588645565
796	0.001586934103
797	0.001584996652
798	0.001582904657
799	0.001580581447
800	0.001578749356
801	0.001576795167
802	0.001575502777
803	0.001574139109
804	0.001571688326
805	0.001569514901
806	0.001567541138
807	0.001565928138
808	0.001564083123
809	0.001561271249
810	0.001557238461
811	0.001554075759
812	0.001552001386
813	0.0015496128
814	0.00154674364
815	0.001544952589
816	0.001543161523
817	0.0015383681268818	0.0015364871178819	0.0015347823538820	0.0015327617598821	0.0015305984148822	0.0015282294948823	0.0015268639968824	0.0015247200358825	0.0015219094482826	0.0015179723082827	0.0015159151782828	0.0015142015582829	0.0015113566382830	0.0015089009983831	0.0015061501083832	0.0015042967983833	0.0015022689583834	0.0015006412383835	0.0014992305683836	0.0014976059583837	0.0014958458383838	0.0014944006583839	0.0014923617683840	0.001490064428841	0.0014873576
842	0.001484527133
843	0.001481784233
844	0.001479643716
845	0.001477500137
846	0.001474951501
847	0.001473250875
848	0.001471240636
849	0.001469526116
850	0.001467360665
851	0.001464175192
852	0.001461792431
852	0.001538274016
853	0.001536589255
854	0.0015346937
855	0.001532766271
85857	0.0014493490485858	0.0014474296858	0.001526601706
859	0.001524115204
86861	0.0014397884486862	0.0014370642786863	0.0014353430863864	0.0014339449864865	0.001432515865	866	0.001429397866	867	0.001428111867	868	0.001426360868	869	0.001424139869	870	0.00142180870	0871	0.00141962871	0872	0.0014177872	0.873	0.0014150873	0.001496060328
874	0.001493793014
875	0.001491314587
876	0.877	0.0014082877	0.878	0.0014066878	0.879	0.0014051879	0.880	0.001403880	0.0881	0.001401881	0.0882	0.00139882	0.00883	0.00139883	0.00884	0.00139884	0.00885	0.00139885	0.00886	0.0013886	0.001887	0.0013887	0.001888	0.001888	0.0014889	0.0889	0.001463890	0.0890	0.001461891	0.0891	0.001460892	0.0892	0.001457893	0.0893	0.001456894	0.0894	0.001453895	0.0895	0.001451896	0.0896	0.001449897	0.0897	0.001447898	0.0898	0.001444899	0.0899	0.001442900	0.0900	0.001441248598
901	0.001439385661
902	0.001437175189
903	0.001435684754
904	0.001433653096
905	0.001431619951
906	0.00142947514
907	0.001428285385
908	0.001427054193
909	0.001425860612
910	0.001424007875
911	0.001422902692
912	0.001420886653
913	0.001419516277
914	0.001417739931
915	0.001415346289
916	0.00141387466
917	0.001412348314
918	0.001411135396
919	0.001409182468
920	0.001406905485
921	0.001405374464
922	0.001404060081
923	0.001402642425
924	0.001400622242
925	0.001398627452
926	0.001397258883
927	0.001395309673
928	0.001393590275
929	0.001391955238
930	0.001389968735
931	0.001388311386
932	0.00138693028
933	0.001385668807
934	0.001384232877
935	0.001382727993
936	0.001380975977
937	0.001379292598
938	0.001377765508
939	0.001375958775
940	0.001374057164
941	0.001371662353
942	0.001370325339
943	0.001368653966
944	0.001367222817
945	0.001366112746
946	0.001364547514
947	0.001362952213
948	0.00136172644
949	0.001360279991
950	0.001358889003
951	0.001357016079
952	0.001355456796
953	0.001353790841
954	0.00135225132
955	0.001351374781
956	0.001957	0.0012957	0.001958	0.0012958	0.001959	0.0012959	0.001960	0.0012960	0.001961	0.0012961	0.001962	0.0012962	0.001963	0.0012963	0.001964	0.0012964	0.001965	0.0012965	0.001966	0.0012966	0.001967	0.0012967	0.001968	0.0012968	0.001969	0.0012969	0.001970	0.0012970	0.001971	0.0012971	0.001972	0.0012972	0.001973	0.0012973	0.001974	0.0012974	0.001324313422
975	0.001323045469
976	0.001321612195
977	0.001320155865
978	0.00131900914
979	0.001317221638
980	0.00981	0.00123981	0.00982	0.00123982	0.00983	0.00123983	0.00984	0.00123984	0.00985	0.00123985	0.00986	0.00122986	0.00987	0.00122987	0.0988	0.001226988	0.0989	0.00122989	0.00990	0.00122990	0.00991	0.00122991	0.00992	0.00122992	0.00993	0.00121993	0.00994	0.00121994	0.00995	0.00121995	0.0996	0.001214996	0.0997	0.001213997	0.0998	0.001211998	0.0999	0.001210999	0.001285639782
