iter	Logloss
0	0.674928588
1	0.6558172724
2	0.6381731247
3	0.6217301578
4	0.6032399029
5	0.5873504185
6	0.5678549475
7	0.5507682581
8	0.5325283031
9	0.5161677598
10	0.5021520135
11	0.4865729482
12	0.4720977119
13	0.457553378
14	0.4488381222
15	0.435229945
16	0.4196342524
17	0.4071952518
18	0.3981181955
19	0.3894252031
20	0.378583254
21	0.3669040403
22	0.353433098
23	0.3440411157
24	0.3337898126
25	0.3240466154
26	0.312847444
27	0.3039352121
28	0.294995346
29	0.2872525387
30	0.2768378123
31	0.2689790779
32	0.261872506
33	0.25518819
34	0.2488584381
35	0.2421708766
36	0.2355805885
37	0.2280959311
38	0.2229875006
39	0.2165548286
40	0.2103204346
41	0.2050604483
42	0.2007157069
43	0.1943466725
44	0.1885395318
45	0.1838076603
46	0.1804398729
47	0.1746870281
48	0.1695119973
49	0.1658734786
50	0.1620718841
51	0.1578192021
52	0.1548762403
53	0.1512775243
54	0.1471599967
55	0.1438841158
56	0.1404993375
57	0.1373520262
58	0.1341645401
59	0.1307436912
60	0.1273926568
61	0.124804349
62	0.121313093
63	0.1187847974
64	0.115229759
65	0.1127180663
66	0.1097597013
67	0.1069656465
68	0.1049665694
69	0.102678853
70	0.100603846
71	0.09872015111
72	0.09647559991
73	0.09435738801
74	0.09260174636
75	0.09036263433
76	0.08842524736
77	0.08677519951
78	0.08482929476
79	0.08278310344
80	0.08135593636
81	0.07975950111
82	0.07821213551
83	0.07649298889
84	0.07470857424
85	0.07294950985
86	0.07102728018
87	0.06958152036
88	0.0679707142
89	0.06669681997
90	0.06545507072
91	0.06441451405
92	0.06275179071
93	0.06145070966
94	0.06035339286
95	0.05922363515
96	0.05815828639
97	0.05703961398
98	0.05604898337
99	0.05526418419
100	0.053864844
101	0.053076491
102	0.05198312017
103	0.05113662583
104	0.0500863458
105	0.04924331791
106	0.0483684297
107	0.04771967772
108	0.04701664072
109	0.04646109111
110	0.04558426436
111	0.04447327654
112	0.04380208417
113	0.04272072063
114	0.04219032159
115	0.04158348591
116	0.0409059969
117	0.04016921392
118	0.03948521702
119	0.03888262338
120	0.03824981816
121	0.0375493596
122	0.03688563303
123	0.0361620262
124	0.03550785715
125	0.03488247375
126	0.03439384775
127	0.03387392572
128	0.0333064789
129	0.03275386552
130	0.03210104951
131	0.03137095302
132	0.03091470155
133	0.03018036522
134	0.02967212793
135	0.02929693263
136	0.02876450052
137	0.02851526161
138	0.02819849384
139	0.02769156915
140	0.02737490614
141	0.02700986541
142	0.02656311108
143	0.02628829157
144	0.02592962934
145	0.02547029452
146	0.0251602877
147	0.02484625064
148	0.0244306975
149	0.02415447914
150	0.02393667938
151	0.02364830817
152	0.02333194699
153	0.02305635696
154	0.02275154197
155	0.02248134883
156	0.02224179077
157	0.02179724423
158	0.02153072809
159	0.02128568699
160	0.02100690193
161	0.0206082626
162	0.02042077721
163	0.02016205824
164	0.01990018555
165	0.01971516964
166	0.0194562174
167	0.01926216192
168	0.01911505475
169	0.01894789307
170	0.01858656316
171	0.01835975145
172	0.01802978248
173	0.01773238403
174	0.01751176088
175	0.01725875886
176	0.01707164394
177	0.01688420654
178	0.01669349252
179	0.01649972556
180	0.01634523307
181	0.01618857045
182	0.01596623867
183	0.01579723906
184	0.01556294067
185	0.01540038446
186	0.01528205053
187	0.0151109641
188	0.01497146496
189	0.0148469665
190	0.01470988572
191	0.01459931478
192	0.01447581808
193	0.0143353454
194	0.01422961631
195	0.01408491503
196	0.01394967961
197	0.01383727554
198	0.01371628518
199	0.01361566426
200	0.01350515915
201	0.01338642138
202	0.01323617098
203	0.01310065454
204	0.01298467026
205	0.01289739411
206	0.01271551818
207	0.01259983834
208	0.01245315902
209	0.01236705278
210	0.01227426538
211	0.01218747662
212	0.01212160562
213	0.01198363742
214	0.01193272069
215	0.01185284228
216	0.01176723605
217	0.01168003736
218	0.01161225774
219	0.01150194827
220	0.01137496025
221	0.01129633296
222	0.01121331416
223	0.01111240655
224	0.01103942148
225	0.01096374994
226	0.0108859797
227	0.01080564312
228	0.01071707699
229	0.01056928005
230	0.01048113017
231	0.01039781571
232	0.01032402844
233	0.01025528267
234	0.01016183657
235	0.01006603101
236	0.01001086387
237	0.00994530703
238	0.009863962688
239	0.009798824221
240	0.009739203676
241	0.009653599294
242	0.00954391753
243	0.009489819351
244	0.009426310843
245	0.009362698119
246	0.009282331459
247	0.009216711858
248	0.009177427873
249	0.009124005313
250	0.009076467073
251	0.009009739263
252	0.008960480979
253	0.008913558403
254	0.00884364249
255	0.008749873772
256	0.008712761989
257	0.008660089382
258	0.008571514984
259	0.008523405156
260	0.008466224512
261	0.008416141868
262	0.008369871405
263	0.008332728764
264	0.008231148114
265	0.008156039168
266	0.008077912577
267	0.008025730799
268	0.00797999085
269	0.007918872185
270	0.007883392293
271	0.007781887928
272	0.007739532397
273	0.007705012209
274	0.007647711181
275	0.007596711381
276	0.007556483075
277	0.007526366948
278	0.007469256007
279	0.007424159869
280	0.007393188092
281	0.007337380607
282	0.007299303544
283	0.007268536238
284	0.007231919616
285	0.007200148778
286	0.00716427955
287	0.007053997505
288	0.007021122076
289	0.006973396643
290	0.006931539554
291	0.006886549613
292	0.006835916905
293	0.006805258179
294	0.006771594166
295	0.006697085303
296	0.006675867065
297	0.006639660341
298	0.006600967864
299	0.006565144435
300	0.006525975513
301	0.006499230971
302	0.00646173828
303	0.006434754306
304	0.006403761018
305	0.006349432266
306	0.006307677351
307	0.006270426925
308	0.006242764647
309	0.006205247674
310	0.006173796625
311	0.006142517678
312	0.006079271779
313	0.006050096382
314	0.006011091047
315	0.005965325452
316	0.005935795155
317	0.005910791659
318	0.005882137722
319	0.005853523419
320	0.005821875081
321	0.00578634203
322	0.005758828225
323	0.005721974326
324	0.005689338653
325	0.005663047606
326	0.005638898972
327	0.005613472135
328	0.005580723809
329	0.005541194317
330	0.005520189961
331	0.005489011576
332	0.005447720911
333	0.005394657069
334	0.005370305454
335	0.005348918609
336	0.005325233393
337	0.005306944762
338	0.005288830015
339	0.005260924711
340	0.005242360658
341	0.005203826699
342	0.005187256282
343	0.005157703624
344	0.005133430389
345	0.005111558855
346	0.005077277317
347	0.005057443512
348	0.005022161336
349	0.005003368722
350	0.004975355288
351	0.004953355396
352	0.004934383238
353	0.004914957124
354	0.004905164489
355	0.004877819564
356	0.004863916705
357	0.004841305839
358	0.004812871099
359	0.004794999989
360	0.004777724775
361	0.004760901454
362	0.004735120507
363	0.004716339541
364	0.004698927352
365	0.004676365122
366	0.00461655164
367	0.004599497571
368	0.004576147225
369	0.004554886342
370	0.004524572285
371	0.004510072345
372	0.004492251363
373	0.004470201488
374	0.004451785052
375	0.004433735427
376	0.004414269988
377	0.004399774835
378	0.004380275674
379	0.004360453
380	0.004345635791
381	0.004304780332
382	0.004295353758
383	0.004279239845
384	0.004265368724
385	0.004240615576
386	0.00422881394
387	0.004211890554
388	0.004198891507
389	0.004181521884
390	0.00416921062
391	0.00414620192
392	0.004134861034
393	0.00412226604
394	0.004107547298
395	0.004091030608
396	0.00407812346
397	0.004071107421
398	0.004058827653
399	0.00404673843
400	0.004029168522
401	0.004009503845
402	0.003990066568
403	0.003973335958
404	0.003961689081
405	0.00395080418
406	0.003932376297
407	0.003919220566
408	0.003908037369
409	0.003890365349
410	0.003872069571
411	0.003860070397
412	0.003845961414
413	0.003805370772
414	0.003785181789
415	0.003771560697
416	0.00375187593
417	0.003737769576
418	0.003726741502
419	0.003705292409
420	0.003694595968
421	0.003683851052
422	0.003667075446
423	0.003639520153
424	0.003631517779
425	0.003614523518
426	0.003602246498
427	0.003589291375
428	0.003583945068
429	0.003575403697
430	0.003562144427
431	0.003550727845
432	0.003542151433
433	0.003534351798
434	0.00352028196
435	0.003509717286
436	0.00350007451
437	0.003486864114
438	0.00347484472
439	0.003459927638
440	0.003453955892
441	0.003440228014
442	0.003431472985
443	0.00342204942
444	0.00341138613
445	0.003402523467
446	0.003393090572
447	0.003383086226
448	0.003375752034
449	0.003366482397
450	0.003359256887
451	0.003340733237
452	0.003330741105
453	0.003320613054
454	0.00331251642
455	0.003300747125
456	0.00329206291
457	0.003282125631
458	0.003275376012
459	0.003267832693
460	0.003256428992
461	0.003245582209
462	0.00323384533
463	0.003225708548
464	0.003217256816
465	0.003210107412
466	0.003202499042
467	0.003194222897
468	0.003189269622
469	0.003179370099
470	0.003168923018
471	0.003158311296
472	0.003150071817
473	0.003143266963
474	0.003131735146
475	0.003126738523
476	0.003116287987
477	0.003105965979
478	0.003095046635
479	0.00308226301
480	0.003071375018
481	0.003063541382
482	0.003055345657
483	0.003047774782
484	0.003038600489
485	0.003034080785
486	0.003025775476
487	0.003018874643
488	0.00300580613
489	0.00299489	0.00490	0.0029490	0.003491	0.0029491	0.003492	0.0029492	0.00493	0.00296493	0.00494	0.00295494	0.00495	0.00294495	0.00496	0.00293496	0.00497	0.00292497	0.00498	0.00291498	0.00499	0.00291499	0.003037666467
500	0.003032865796
501	0.003026366871
502	0.00301472091
503	0.003007670987
504	0.003002672484
505	0.002994627876
506	0.00298899274
507	0.002982653611
508	0.002973179341
509	0.002960566743
510	0.002952889963
511	0.002943833244
512	0.002933042785
513	0.002926066598
514	0.002918847954
515	0.002909400246
516	0.002902296563
517	0.002892439803
518	0.002885473603
519	0.002875816801
520	0.002869170405
521	0.002863596467
522	0.002855536347
523	0.002848704231
524	0.002839868294
525	0.002831546593
526	0.002818031107
527	0.002813484792
528	0.002804531346
529	0.002798176917
530	0.002790914075
531	0.002779491232
532	0.002774689074
533	0.002766923683
534	0.002760598154
535	0.002536	0.0026536	0.002537	0.0026537	0.002727063794
538	0.002720538945
539	0.002715274399
