鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６４７號二樓,30.67,住,,,1120416,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121219,149.2,3,2,2,有,有,13050000,91194,坡道平面,24.74,1700000,轉讓日期：112.10.12 原價轉讓預售屋、或土地及建物分件登記案件；,RPSOMLPJKHJGFEH48DA,74.66,0.0,9.67,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路６３號四樓,20.03,商,,,1120417,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121114,164.49,3,2,2,有,有,19700000,124565,坡道平面,23.6,2150000,預售屋、或土地及建物分件登記案件；,RPWNNLMLJIIGFBH38DA,81.52,0.0,12.12,有,
大園區,房地(土地+建物),桃園市大園區南和路８之１號,90.93,住,,,1120409,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1121215,212.49,5,3,6,有,無,16550000,77886,,0.0,0,土地價款6620000建物價款9930000112年10月22日更名轉讓金額不變預售屋、或土地及建物分件登記案件；,RPXNMLKMJHJGFEH58DA,202.21,0.0,10.12,無,
中壢區,房地(土地+建物),桃園市中壢區民權路四段６８８號,16.31,住,,,1120425,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1121117,66.4,0,0,0,無,有,12430000,187199,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXNMLPJKHJGFBH58DA,37.39,0.0,6.39,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區民權路四段６８６號,17.52,住,,,1120415,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1121117,109.24,0,0,0,無,有,14930000,185789,坡道平面,38.03,1700000,預售屋、或土地及建物分件登記案件；,RPRUMLPJKHJGFBH68DA,40.69,0.0,6.29,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８９２號三樓,19.27,住,,,1120409,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,127.89,2,2,1,有,有,12500000,111377,坡道平面,31.82,1800000,含裝潢費870000元；預售屋、或土地及建物分件登記案件；,RPVQMLQJKHJGFBH78DA,58.81,0.0,5.12,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８９２號十樓,19.27,住,,,1120428,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,127.89,2,2,1,有,有,12150000,107734,坡道平面,31.82,1800000,預售屋、或土地及建物分件登記案件；,RPWQMLQJKHJGFBH88DA,58.81,0.0,5.12,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９２號八樓,23.26,住,,,1120321,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,145.92000000000002,3,2,2,有,有,14170000,105544,坡道平面,23.98,1300000,112.6.30權利轉讓總價為新台幣1417萬元整預售屋、或土地及建物分件登記案件；,RPQPNLNLJHJGFEH38DA,75.3,0.0,7.49,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６２５號五樓,23.53,住,,,1120304,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121219,120.63,2,2,2,有,有,10750000,95943,坡道平面,24.74,1550000,預售屋、或土地及建物分件登記案件；,RPRRMLRKJHJGFEH88DA,55.69,0.0,9.01,有,
大園區,房地(土地+建物)+車位,桃園市大園區致遠街４９號二十三樓之１,31.21,住,,,1120312,土地1建物1車位2,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121107,231.07999999999998,4,2,3,有,有,26680000,136600,坡道平面,58.02,3040000,預售屋、或土地及建物分件登記案件；,RPURMLKMJHJGFEH68DA,104.73,0.0,9.84,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路５９號十八樓,17.4,商,,,1120330,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121114,145.92000000000002,3,2,2,有,有,18500000,134892,坡道平面,23.6,2000000,預售屋、或土地及建物分件登記案件；,RPTPMLNLJIIGFBH28DA,72.69,0.0,8.58,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９０號三樓,27.41,住,,,1120314,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,193.44,4,2,2,有,有,16800000,93798,坡道平面,48.98,3250000,預售屋、或土地及建物分件登記案件；,RPUNNLNLJHJGFEH58DA,83.82,0.0,14.23,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９２號十五樓,23.26,住,,,1120314,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,146.94,3,2,2,有,有,14760000,107102,坡道平面,25.0,1700000,預售屋、或土地及建物分件登記案件；,RPRRMLQLJHJGFEH88DA,75.3,0.0,7.49,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８９６號十二樓,21.16,住,,,1120324,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,138.56,2,2,1,有,有,13000000,104719,坡道平面,33.04,1950000,預售屋、或土地及建物分件登記案件；,RPPRMLQJKHJGFBH28DA,66.17,0.0,4.05,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８７８號十樓,18.66,住,,,1120301,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,124.91,2,2,1,有,有,11700000,106349,坡道平面,31.82,1800000,預售屋、或土地及建物分件登記案件；,RPQSMLQJKHJGFBH48DA,57.49,0.0,4.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區致遠街４９號十六樓之１,31.21,住,,,1120202,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121107,202.07,4,2,3,有,有,24650000,133653,坡道平面,29.01,1520000,預售屋、或土地及建物分件登記案件；,RPXNMLMJKHJGFEH58DA,104.73,0.0,9.84,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８８６號四樓,18.66,住,,,1120210,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,124.81,2,2,1,有,有,11440000,103667,坡道平面,31.82,1800000,預售屋、或土地及建物分件登記案件；,RPWRMLQJKHJGFBH98DA,57.49,0.0,4.41,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９６號十二樓,23.26,住,,,1120117,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,148.07,3,2,2,有,有,14700000,106443,坡道平面,25.0,1600000,預售屋、或土地及建物分件登記案件；,RPVSMLNLJHJGFEH09DA,75.3,0.0,8.24,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８７８號十四樓,18.66,住,,,1120115,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,124.91,2,2,1,有,有,11520000,104415,坡道平面,31.82,1800000,預售屋、或土地及建物分件登記案件；,RPSPMLPKKHJGFBH38DA,57.49,0.0,4.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６９號二樓,23.81,住,,,1111201,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9000000,73639,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPPPMLKKJHJGFEH77DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物),桃園市大園區環區西路５６７號九樓之２,21.32,住,,,1111203,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,89.64,2,2,2,有,有,7180000,80098,,0.0,0,112年10月21日第一次更名價格不變112年11月26日第二次更名價格不變預售屋、或土地及建物分件登記案件；,RPSSMLKKJHJGFEH38DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物),桃園市大園區環區西路５６９號十樓,23.81,住,,,1111218,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,100.5,3,2,2,有,有,7900000,78607,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTSMLKKJHJGFEH48DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６９號九樓,23.81,住,,,1111202,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9450000,78117,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPQOMLSKJHJGFEH58DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物),桃園市大園區環區西路５６１號八樓,23.81,住,,,1111224,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,100.5,3,2,2,有,有,7800000,77612,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSOMLSKJHJGFEH78DA,60.9,0.0,5.54,有,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區正義路５２號七樓,31.46,,鄉村區,乙種建築用地,1111217,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120814,159.1,3,2,2,有,有,12450000,87527,坡道平面,35.71,1650000,預售屋、或土地及建物分件登記案件；,RPSNMLNLJHJGFGH48DA,74.21,0.0,7.86,有,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南豐路８２號十七樓,34.97,住,,,1111208,土地1建物1車位2,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120726,230.68,3,2,2,有,有,18300000,90656,坡道平面,65.22,3300000,預售屋、或土地及建物分件登記案件；,RPVNMLPKKHJGFGH09EA,99.16,0.0,9.6,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５５９號九樓之２,27.96,住,,,1111116,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,138.59,3,2,2,有,有,10200000,73241,坡道平面,21.17,1600000,112年1月31日更名價格不變預售屋、或土地及建物分件登記案件；,RPXOMLKKJHJGFEH48DA,69.2,0.0,8.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６３號九樓之２,21.32,住,,,1111128,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,110.81,2,2,2,有,有,8400000,75859,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPRSMLKKJHJGFEH28DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６９號三樓,23.81,住,,,1111106,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9000000,73639,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPPOMLSKJHJGFEH48DA,60.9,0.0,5.54,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９０號十一樓,27.41,住,,,1111115,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,194.45999999999998,4,2,2,有,有,18350000,103489,坡道平面,50.0,3400000,112.10.27權利轉讓總價為新台幣1835萬元整預售屋、或土地及建物分件登記案件；,RPTONLNLJHJGFEH58DA,83.82,0.0,14.23,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段７８３號五樓,21.51,住,,,1111106,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120919,140.22,3,2,2,有,有,12110000,89364,坡道平面,24.29,1750000,預售屋、或土地及建物分件登記案件；,RPVUMLQLQHIGFEH57DA,69.48,0.0,7.62,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８９０號六樓,26.76,住,,,1111107,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,165.26,3,2,2,有,有,15540000,102593,坡道平面,31.82,1850000,預售屋、或土地及建物分件登記案件；,RPTQMLQJKHJGFBH58DA,78.81,0.0,9.99,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８８８號十三樓,26.66,住,,,1111113,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,196.63,3,2,2,有,有,17580000,104369,坡道平面,63.64,3700000,預售屋、或土地及建物分件登記案件；,RPTRMLPKKHJGFBH68DA,78.59,0.0,9.92,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６１號六樓,23.81,住,,,1111010,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,8560000,72445,坡道平面,21.17,1280000,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPVQMLKKJHJGFEH48DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６９號七樓,23.81,住,,,1111001,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9250000,76127,坡道平面,21.17,1600000,112年11月18日更名價格不變預售屋、或土地及建物分件登記案件；,RPXRMLKKJHJGFEH78DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６７號十樓之２,21.32,住,,,1111006,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,109.09,2,2,2,有,有,8500000,76975,坡道平面,19.45,1600000,112年9月17日更名價格不變預售屋、或土地及建物分件登記案件；,RPQSMLKKJHJGFEH18DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５７１號七樓之２,27.96,住,,,1111002,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,138.59,3,2,2,有,有,10430000,74348,坡道平面,21.17,1700000,預售屋、或土地及建物分件登記案件；,RPVSMLRKJHJGFEH76DA,69.2,0.0,8.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６１號二樓,23.81,住,,,1111004,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9000000,73639,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPVNMLSKJHJGFEH98DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５７１號七樓之１,30.45,住,,,1111015,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,149.54000000000002,3,2,2,有,有,11050000,73615,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPOOMLSKJHJGFEH38DA,75.92,0.0,8.94,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６９號四樓,23.81,住,,,1111001,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,119.94999999999999,3,2,2,有,有,8860000,73234,坡道平面,19.45,1500000,預售屋、或土地及建物分件登記案件；,RPUUMLOLJHJGFEH66DA,60.9,0.0,5.54,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６５５號四樓,38.87,住,,,1111003,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121219,179.8,4,2,2,有,有,16630000,97898,坡道平面,24.74,1450000,預售屋、或土地及建物分件登記案件；,RPWNMLOLJHJGFEH78DA,98.03,0.0,8.92,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路７５號十七樓,12.26,商,,,1111014,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121114,109.9,2,2,2,有,有,13800000,136153,坡道平面,23.6,2050000,預售屋、或土地及建物分件登記案件；,RPUOMLMLJIIGFBH18DA,53.54,0.0,3.8,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路６３號九樓,20.03,商,,,1111001,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121114,164.49,3,2,2,有,有,20040000,126624,坡道平面,23.6,2200000,1120721更名轉讓價金2038萬預售屋、或土地及建物分件登記案件；,RPQONLMLJIIGFBH87DA,81.52,0.0,12.12,有,
大園區,房地(土地+建物),桃園市大園區環區西路５０７號,94.61,住,,,1111023,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1121215,221.29999999999998,5,3,6,有,無,19000000,85856,,0.0,0,土地價款7600000建物價款11400000112年10月28日更名轉讓金額不變預售屋、或土地及建物分件登記案件；,RPRNMLKMJHJGFEH97DA,210.42,0.0,10.71,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區青峰路一段１４３號八樓,11.33,商,,,1110916,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120601,121.72,2,2,1,有,有,15030000,146498,坡道平面,31.07,1750000,轉讓日期113.01.18總金額不變預售屋、或土地及建物分件登記案件；,RPUPMLLJKHJGFBH08DA,53.74,1.66,4.28,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６３號八樓之２,21.32,住,,,1110912,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,109.09,2,2,2,有,有,8580000,78983,坡道平面,19.45,1500000,預售屋、或土地及建物分件登記案件；,RPRUMLOLJHJGFEH98DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５７１號五樓之１,30.45,住,,,1110923,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,149.54000000000002,3,2,2,有,有,10850000,72057,坡道平面,21.17,1600000,112年10月25日第一次更名價格不變112年12月24日第二次更名價格不變預售屋、或土地及建物分件登記案件；,RPTUMLOLJHJGFEH56DA,75.92,0.0,8.94,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６６１號九樓,30.48,住,,,1110930,土地1建物1車位2,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121219,173.93,3,2,2,有,有,16000000,102853,坡道平面,49.48,3200000,112年10月8日加購車位175萬元整。預售屋、或土地及建物分件登記案件；,RPXPMLMLJHJGFEH88DA,74.57,0.0,9.23,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區機捷路二段６３５號九樓,22.78,住,,,1110902,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121219,93.56,2,2,1,有,有,9330000,99722,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLPJKHJGFEH28DA,53.94,0.0,8.79,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２８０號十二樓,17.44,住,,,1110906,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,115.13,2,2,1,有,有,11130000,106199,坡道平面,23.98,1450000,預售屋、或土地及建物分件登記案件；,RPVPMLQLJHJGFEH09DA,54.36,0.0,7.46,有,
大園區,房地(土地+建物),桃園市大園區南和路８號,94.61,住,,,1110910,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1121215,221.79,5,3,6,有,無,18700000,84314,,0.0,0,土地價款9350000建物價款9350000預售屋、或土地及建物分件登記案件；,RPVNMLKMJHJGFEH38DA,212.33,0.0,9.29,無,
大園區,房地(土地+建物),桃園市大園區環區西路５０３號,109.73,住,,,1110903,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1121215,256.35,5,3,6,有,無,22000000,85820,,0.0,0,土地價款11000000建物價款11000000預售屋、或土地及建物分件登記案件；,RPUQMLKMJHJGFEH58DA,242.69,0.0,13.47,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永順街７號十樓,23.89,住,,,1110915,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121117,135.2,2,2,1,有,有,13650000,121951,坡道平面,38.03,1800000,預售屋、或土地及建物分件登記案件；,RPVPMLPJKHJGFBH58DA,56.2,0.0,7.95,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８８８號二樓,26.66,住,,,1110903,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130102,164.81,3,2,2,有,有,15100000,99256,坡道平面,31.82,1900000,預售屋、或土地及建物分件登記案件；,RPOQMLQJKHJGFBH08DA,78.59,0.0,9.92,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６３號四樓之２,21.32,住,,,1110806,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,110.81,2,2,2,有,有,8170000,73293,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPSNMLKKJHJGFEH87DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６１號三樓,23.81,住,,,1110816,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,121.66,3,2,2,有,有,9120000,74833,坡道平面,21.17,1600000,112年10月25日更名價格不變預售屋、或土地及建物分件登記案件；,RPVNMLKKJHJGFEH18DA,60.9,0.0,5.54,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５５９號五樓之２,27.96,住,,,1110831,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,138.59,3,2,2,有,有,10150000,72816,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPWNMLKKJHJGFEH28DA,69.2,0.0,8.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６７號四樓之２,21.32,住,,,1110806,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,110.81,2,2,2,有,有,8150000,73070,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPTRMLKKJHJGFEH38DA,54.9,0.0,4.35,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５７１號六樓之２,27.96,住,,,1110807,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,138.59,3,2,2,有,有,10130000,72645,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPURMLKKJHJGFEH48DA,69.2,0.0,8.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５５９號七樓之２,27.96,住,,,1110827,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,138.59,3,2,2,有,有,10370000,73838,坡道平面,21.17,1700000,112年9月16日更名價格不變預售屋、或土地及建物分件登記案件；,RPWRMLKKJHJGFEH68DA,69.2,0.0,8.43,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６３號三樓之２,21.32,住,,,1110807,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,110.81,2,2,2,有,有,8080000,72289,坡道平面,21.17,1600000,預售屋、或土地及建物分件登記案件；,RPSSMLRKJHJGFEH09DA,54.9,0.0,4.35,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９０號七樓,27.41,住,,,1110823,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,193.44,4,2,2,有,有,17960000,103212,坡道平面,48.98,3050000,預售屋、或土地及建物分件登記案件；,RPQONLNLJHJGFEH28DA,83.82,0.0,14.23,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２９０號十三樓,27.41,住,,,1110809,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,169.47,4,2,2,有,有,16820000,104658,坡道平面,25.0,1700000,預售屋、或土地及建物分件登記案件；,RPVONLNLJHJGFEH78DA,83.82,0.0,14.23,有,
八德區,房地(土地+建物)+車位,桃園市八德區廣興三路１４６號六樓,16.02,住,,,1110601,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120818,106.13,2,2,1,有,有,9400000,95244,坡道平面,20.35,1230000,預售屋、或土地及建物分件登記案件；,RPXNMLKMJHJGFFH68DA,51.74,0.0,6.55,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６４３號五樓,22.91,住,,,1110516,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121219,117.88,2,2,2,有,有,10200000,92871,坡道平面,24.74,1550000,預售屋、或土地及建物分件登記案件；,RPWOMLTKJHJGFEH66DA,58.14,0.0,4.96,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區機捷路二段６５３號六樓,22.66,住,,,1110516,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121219,115.02000000000001,2,2,2,有,有,10960000,103677,坡道平面,24.74,1600000,預售屋、或土地及建物分件登記案件；,RPRRMLOLJHJGFEH68DA,55.1,0.0,7.18,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新福街２８８號四樓,23.26,住,,,1110503,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121228,147.66000000000003,3,2,2,有,有,13640000,98973,坡道平面,25.0,1500000,預售屋、或土地及建物分件登記案件；,RPRQMLQLJHJGFEH78DA,75.83,0.0,7.43,有,
大園區,房地(土地+建物),桃園市大園區南和路８之２號,90.93,住,,,1110509,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1121215,212.49,5,3,6,有,無,16280000,76615,,0.0,0,土地價款8140000建物價款8140000預售屋、或土地及建物分件登記案件；,RPOOMLKMJHJGFEH77DA,202.21,0.0,10.12,無,
大園區,房地(土地+建物),桃園市大園區南和路１２號,93.79,住,,,1110520,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1121215,219.42999999999998,5,3,6,有,無,17800000,81119,,0.0,0,土地價款8900000建物價款8900000預售屋、或土地及建物分件登記案件；,RPPPMLKMJHJGFEH97DA,209.97,0.0,9.29,無,
