鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
桃園區,房地(土地+建物)+車位,桃園市桃園區大業路一段１２１巷１２號九樓,35.44,住,,,1130203,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000909,218.57999999999998,3,2,2,有,有,20000000,91500,坡道平面,0.0,0,贈熱水器.瓦斯爐.沙發組.冷氣X5.廚具.流理臺.抽油煙機,RPPNMLOKKHJGFAH67DA,97.45,8.56,15.96,有,
桃園區,土地,延壽段1056-2地號,8.45,住,,,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1533660,181498,,0.0,0,,RPUOMLQKKHJGFAH48DA,0.0,0.0,0.0,無,
桃園區,土地,延壽段1056地號,8.22,住,,,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1491960,181504,,0.0,0,,RPXOMLQKKHJGFAH78DA,0.0,0.0,0.0,無,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區永昌路５１巷２５號三樓,39.8,住,,,1130202,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120627,144.0,3,2,2,有,有,11130000,74447,坡道平面,15.99,1600000,,RPSNMLRKKHJGFCH48DA,82.17,0.0,8.01,有,
中壢區,房地(土地+建物),桃園市中壢區中平路１３７號八樓之７,3.01,商,,,1130202,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0851128,35.839999999999996,1,1,1,有,有,3290000,91797,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKKHJGFBH18EA,21.02,0.0,4.72,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路２５６號二十三樓,29.25,商,,,1130112,土地1建物1車位2,二十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970901,328.38,0,0,0,無,有,20180000,61453,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；毛胚屋；,RPSNMLPLJHJGFAH08DA,162.38,9.17,24.45,有,
桃園區,房地(土地+建物),桃園市桃園區埔新路６６號三樓之８,28.63,商,,,1130114,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680109,92.45,3,2,1,有,無,4880000,52785,,0.0,0,,RPPOMLLMJHJGFAH57DA,92.45,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區民富二街５３號二樓,17.6,住,,,1130114,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840520,116.94,3,2,2,有,有,8200000,70121,,0.0,0,,RPTOMLPJKHJGFAH18DA,66.39,2.25,8.07,有,001
中壢區,土地,普義段207-2地號,0.03,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3158,0,,0.0,0,協議價購；,RPURMLQKJHJGFBH78DA,0.0,0.0,0.0,無,002
中壢區,房地(土地+建物),桃園市中壢區榮安一街３２６號十二樓之１,6.7,住,,,1130122,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900716,60.760000000000005,1,1,1,有,有,5280000,86899,,0.0,0,,RPUPMLPLJHJGFBH58DA,42.14,0.0,2.1,有,
觀音區,房地(土地+建物),桃園市觀音區福祥街１１１號九樓之３,16.96,住,,,1130111,土地5建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110524,66.61,2,2,1,有,有,5400000,81069,,0.0,0,,RPOOMLKMJHJGFBH47DA,42.37,0.0,2.96,有,003
中壢區,房地(土地+建物)+車位,桃園市中壢區興安一街２８號六樓之２,27.68,住,,,1130101,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990917,187.46,4,2,2,有,有,14600000,77883,坡道平面,32.57,0,陽台外推；,RPORMLLJKHJGFBH67DA,92.26,1.93,13.15,有,004
觀音區,房地(土地+建物),桃園市觀音區新富路７６５巷１２號,28.53,,特定農業區,甲種建築用地,1130114,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830530,89.19,5,2,1,有,有,3550000,39803,,0.0,0,,RPPTMLPJKHJGFBH38DA,69.84,8.48,0.0,無,005
觀音區,房地(土地+建物),桃園市觀音區二聖路３１３巷５０號十一樓,14.14,商,,,1130115,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110803,77.62,2,1,1,有,有,5350000,68926,,0.0,0,,RPTRMLQJKHJGFBH68DA,48.8,0.0,3.24,有,006
中壢區,房地(土地+建物),桃園市中壢區強國路２４３號,94.0,住,,,1130118,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0660204,47.26,2,1,2,有,無,4600000,97334,,0.0,0,,RPRPMLRJKHJGFBH38DA,47.26,0.0,0.0,無,
楊梅區,房地(土地+建物),桃園市楊梅區楊新路一段３８２巷１６號,63.0,,特定農業區,甲種建築用地,1130101,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700404,109.5,4,2,3,有,無,6050000,55251,,0.0,0,頂樓加蓋；其他增建；,RPWOMLMJJHJGFDH38DA,109.5,0.0,0.0,無,
楊梅區,房地(土地+建物),桃園市楊梅區福德街８７巷４弄２２號,59.0,住,,,1130116,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700622,77.24,5,2,3,有,無,7800000,100984,,0.0,0,,RPSNMLLLJHJGFDH97DA,77.24,0.0,0.0,無,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路３０號十二樓,20.88,住,,,1130114,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108,163.97,3,2,2,有,有,12800000,78063,坡道平面,41.85,0,,RPTNMLPJKHJGFDH38DA,72.48,4.38,7.58,有,007
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山六街１巷５號９樓之２,16.1,住,,,1130103,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841107,120.0,3,2,2,有,有,6000000,50000,坡道平面,0.0,0,,RPPPMLPJKHJGFDH18DA,62.7,0.3,9.3,有,
大園區,房地(土地+建物),桃園市大園區科三街４２號,130.92,住,,,1130104,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1070625,318.48,4,1,6,有,無,5692000,17872,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLJKHJGFEH77DA,288.4,0.0,23.27,無,008
八德區,房地(土地+建物),桃園市八德區中華路３０６號十四樓之１,10.43,住,,,1130107,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850803,101.59,3,2,2,有,有,7500000,73826,,0.0,0,,RPRNMLPLJHJGFFH48DA,72.02,0.0,7.79,有,
八德區,房地(土地+建物)+車位,桃園市八德區豐田三路１９號二樓,20.36,住,,,1130103,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031210,124.46,2,2,1,有,有,9980000,80186,坡道平面,29.84,0,,RPVNMLPJKHJGFFH78DA,59.17,1.38,4.27,有,009
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中豐路１１８號七樓,28.86,住,,,1130103,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070627,201.97,3,2,2,有,有,19000000,94073,坡道平面,34.55,0,,RPTOMLPJJHJGFGH68DA,102.03,0.0,12.48,有,010
平鎮區,房地(土地+建物),桃園市平鎮區建安路１１２巷３９號,74.75,,特定農業區,甲種建築用地,1130109,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0870309,190.64,3,2,3,有,無,3500000,18359,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLPJKHJGFGH68DA,173.89,6.1,10.65,無,
平鎮區,房地(土地+建物),桃園市平鎮區延平路二段３０２號七樓之２,5.92,住,,,1130124,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0830905,44.22,0,0,0,無,有,2600000,58797,,0.0,0,,RPROMLPJKHJGFGH58DA,32.54,0.0,0.0,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區文化二路３８號十二樓之１,9.92,商,,,1130101,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880402,90.08000000000001,3,2,2,有,有,12000000,133215,坡道機械,0.0,0,夾層；,RPWNMLQKJHJGFHH56DA,46.43,1.82,8.88,有,
龜山區,房地(土地+建物),桃園市龜山區德明路７９號,31.59,住,,,1130108,土地1建物1車位0,一層，騎樓，夾層,五層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0910703,74.75999999999999,0,0,0,無,有,10000000,133761,,0.0,0,,RPTNMLMLJHJGFHH58DA,64.83,0.0,0.0,有,011
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街２５號二十樓,4.78,住,,,1130109,土地1建物1車位2,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020620,33.25,3,2,2,有,有,4880000,0,坡道平面,48.3,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJKHJGFAH37EA,16.93,1.02,1.73,有,012
桃園區,房地(土地+建物),桃園市桃園區鹽庫街２９號,29.25,工,,,1130125,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨造,0860711,16.62,0,0,0,無,無,2212500,133123,,0.0,0,825地號交易價格894040元；826地號交易價格1216503元；420建號交易價格65752元；421建號交易價格36205元．親友、員工、共有人或其他特殊關係間之交易；,RPUNMLMJKHJGFAH97EA,16.62,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區中正路１８４．１８６．１８８．１９０號,48.38,商,,,1130123,土地4建物1車位0,全,二層,透天厝,商業用,磚造,0201015,101.75,5,1,2,有,無,13500000,132678,,0.0,0,含土地增值稅或其他稅費200448元；含地政士服務費3500元；其他 履約保證:4050元；頂樓加蓋；其他增建；未登記建物；,RPSNMLPJKHJGFAH08EA,101.75,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區雙路１９０號三樓,24.53,住,,,1130103,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811110,108.55,3,2,2,有,有,8600000,79226,,0.0,0,,RPUNMLQJKHJGFAH38EA,80.3,0.0,7.3,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區三光路１９９號七樓,13.06,住,,,1130106,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960125,119.65,3,2,2,有,有,11100000,95338,坡道平面,14.76,1100000,陽台外推；其他增建；,RPTNMLQJKHJGFBH38EA,67.5,1.63,6.79,有,013
中壢區,房地(土地+建物),桃園市中壢區龍岡路二段２２６巷４３弄２１１號,3.17,農,,,1130118,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680515,3.51,5,2,2,有,無,90269,25718,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJKHJGFBH08EA,3.51,0.0,0.0,無,
大溪區,土地,武嶺段876地號,57.0,住,,,1130117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3300000,57895,,0.0,0,,RPQNMLRJKHJGFCH28EA,0.0,0.0,0.0,無,
蘆竹區,土地,錦興段39地號,39.0,住,,,1130121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5611233,143878,,0.0,0,,RPTNMLLJKHJGFEH18EA,0.0,0.0,0.0,無,014
八德區,房地(土地+建物),桃園市八德區忠勇街３６９號三樓,30.63,住,,,1130102,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870819,144.78,4,2,2,有,有,11200000,77359,,0.0,0,,RPSNMLQJKHJGFFH68EA,109.86,0.0,12.84,有,
平鎮區,土地,莊敬段804-20地號,26.73,住,,,1130118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,26188,,0.0,0,,RPQNMLQJKHJGFGH58EA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區大興路３１８巷１８號六樓,28.1,住,,,1130102,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960822,180.25,4,2,2,有,有,13790000,76505,坡道平面,33.78,0,,RPSNMLNJJHJGFAH67DA,96.15,4.82,8.47,有,015
桃園區,房地(土地+建物),桃園市桃園區民光路１０６號,26.0,住,,,1130104,土地2建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0680612,69.16,2,1,2,有,無,10880000,157316,,0.0,0,防火巷增建陽台外推；,RPWOMLMKJHJGFAH18DA,69.16,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區國強十一街５３號二樓,15.63,住,,,1130105,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050713,96.22,2,2,1,有,有,9580000,99564,,0.0,0,,RPXOMLMKJHJGFAH28DA,56.56,0.0,8.94,有,016
桃園區,房地(土地+建物)+車位,桃園市桃園區大原路１３之１號六樓,32.26,工,,,1130105,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1020327,175.67000000000002,3,2,2,有,有,11850000,67456,坡道平面,27.41,0,陽台增建、遮雨棚增建、鐵鋁窗增建陽台外推；,RPQPMLTKJHJGFAH38DA,85.24,10.9,8.87,有,017
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路６０１號三樓,19.91,住,,,1130107,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,147.45999999999998,3,2,2,有,有,17500000,127129,坡道平面,24.75,1900000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPQOMLMLJHJGFAH67DA,72.65,1.82,10.24,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區榮華街６４巷４６之２號五樓,11.62,住,,,1130102,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950104,95.33,1,1,1,有,有,7280000,76366,坡道平面,0.0,0,,RPTOMLKMJHJGFAH87DA,36.32,0.92,7.67,有,
桃園區,車位,桃園市桃園區三民路一段１６３等號地下四層,0.18,住,,,1130109,土地1建物1車位1,地下四層,十五層,其他,停車場．防空避難室,鋼筋混凝土造,0840105,49.68,0,0,0,無,有,870000,,坡道平面,0.0,870000,僅車位交易；,RPRNMLPJKHJGFAH87DA,0.0,0.0,0.0,有,018
桃園區,房地(土地+建物),桃園市桃園區民安路７１之３號,32.92,住,,,1130123,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771116,193.0,4,2,2,有,有,3940000,20415,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLPJKHJGFAH67DA,119.25,10.02,10.95,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２６６號十一樓之１,17.32,住,,,1130102,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100513,128.6,2,2,1,有,有,16300000,126750,坡道平面,29.86,0,,RPVQMLOJJHJGFBH48DA,56.91,2.12,4.94,有,019
中壢區,房地(土地+建物)+車位,桃園市中壢區溪洲三街６６號八樓,42.21,住,,,1130103,土地1建物1車位2,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,268.24,3,2,2,有,有,23500000,87608,坡道平面,86.68,0,,RPUQMLPKJHJGFBH58DA,103.14,0.0,11.61,有,020
中壢區,土地,普義段207-2地號,0.16,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14494,0,,0.0,0,協議價購；,RPVRMLQKJHJGFBH88DA,0.0,0.0,0.0,無,002
中壢區,土地,中北段1118-1地號,24.0,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3410880,142120,,0.0,0,協議價購；,RPWRMLQKJHJGFBH98DA,0.0,0.0,0.0,無,
中壢區,土地,普義段881-1地號,0.23,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,31768,0,,0.0,0,協議價購；,RPOSMLQKJHJGFBH28DA,0.0,0.0,0.0,無,022
中壢區,土地,普義段885-2地號,0.21,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28765,0,,0.0,0,協議價購；,RPQSMLQKJHJGFBH48DA,0.0,0.0,0.0,無,023
中壢區,土地,仁愛段260地號,4.71,商,,,1130126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,639000,135669,,0.0,0,未登記建物；市場攤位；,RPQOMLQLJHJGFBH18DA,0.0,0.0,0.0,無,024
中壢區,房地(土地+建物)+車位,桃園市中壢區福星七街１１之９號,19.47,住,,,1130114,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831118,106.62,3,2,2,有,有,8000000,75033,升降機械,4.0,0,,RPQNMLSLJHJGFBH28DA,78.9,4.01,0.0,有,025
觀音區,房地(土地+建物),桃園市觀音區莊敬三街１７２號二樓,21.16,住,,,1130105,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121031,58.7,2,1,1,有,無,4620000,78705,,0.0,0,,RPWNMLMJKHJGFBH18DA,38.03,0.0,2.56,有,
觀音區,房地(土地+建物),桃園市觀音區莊敬三街１７２號三樓,21.16,住,,,1130108,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121031,58.7,2,1,1,有,無,4550000,77513,,0.0,0,,RPXNMLMJKHJGFBH28DA,38.03,0.0,2.56,有,
中壢區,土地,西寮段316地號,53.48,住,,,1130115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,46746,,0.0,0,,RPPPMLMJKHJGFBH67DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區自忠街８４號十一樓,33.8,住,,,1130106,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820501,210.29,4,2,2,有,有,13250000,63008,坡道平面,37.01,0,,RPOVMLPJKHJGFBH48DA,166.27,0.0,11.98,有,
中壢區,土地,洽溪段1037地號,569.73,,特定農業區,農牧用地,1130122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5170200,9075,,0.0,0,,RPPVMLPJKHJGFBH58DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔六街２５２號六樓,47.58,住,,,1130102,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040918,178.84,2,2,2,有,有,18000000,100649,坡道平面,0.0,0,,RPSVMLPJKHJGFBH88DA,98.64,0.0,8.44,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永嘉街５７號十四樓,25.42,商,,,1130114,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041207,190.44,3,2,2,有,有,20200000,106070,坡道平面,0.0,0,,RPWOMLRJKHJGFBH78DA,91.51,0.0,10.0,有,026
大溪區,土地,瑞興段1015地號,55.21,,特定農業區,農牧用地,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,681291,12340,,0.0,0,政府機關標讓售；,RPTNMLQJKHJGFCH38DA,0.0,0.0,0.0,無,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區民族路五段２０１巷５８號,80.42,住,,,1130116,土地1建物1車位1,全,五層,透天厝,住家用,鋼筋混凝土造,1120922,252.51999999999998,4,2,3,有,無,20000000,79202,一樓平面,0.0,0,,RPTPMLPJKHJGFDH58DA,240.36,0.0,11.53,有,
楊梅區,房地(土地+建物),桃園市楊梅區新成路３６號,166.0,商,,,1130105,土地2建物1車位0,全,三層,透天厝,住家用,加強磚造,0610301,261.27,3,2,3,有,無,31500000,120565,,0.0,0,頂樓加蓋；,RPUPMLPJKHJGFDH68DA,246.87,0.0,14.4,無,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山二街３７９巷１０號七樓,20.28,住,,,1130116,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950305,122.84,3,2,2,有,有,6850000,55764,坡道平面,0.0,0,,RPPNMLRJKHJGFDH18DA,74.32,0.0,6.89,有,
大園區,房地(土地+建物)+車位,桃園市大園區大成路一段５５之１號八樓,23.72,住,,,1130108,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040923,155.7,2,2,2,有,有,18360000,117919,坡道平面,27.97,0,其他增建；,RPWSMLKKJHJGFEH78DA,75.82,0.0,7.88,有,027
大園區,房地(土地+建物)+車位,桃園市大園區園航路３９１之５號三樓,36.18,住,,,1130104,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961030,173.82,3,2,2,有,有,8300000,47751,坡道平面,0.0,0,陽台外推；,RPVOMLMKJHJGFEH48DA,80.58,2.36,17.77,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區中正路３１１號十六樓之３,5.5,住,,,1130102,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910523,56.56,1,1,1,有,有,5900000,104314,,0.0,0,陽台外推；,RPPPMLMKJHJGFEH97DA,35.89,0.0,5.07,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區仁愛路三段９２號,91.24,住,,,1130103,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0850210,270.56,4,2,3,有,有,15500000,57289,,0.0,0,,RPXNMLKLJHJGFEH48DA,209.91,31.73,0.0,無,028
蘆竹區,房地(土地+建物),桃園市蘆竹區金海街１５巷１號,96.4,,一般農業區,甲種建築用地,1130103,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720210,119.96,3,2,2,有,無,5000000,41681,,0.0,0,,RPUNMLTLJHJGFEH09DA,107.72,6.12,6.12,無,
蘆竹區,房地(土地+建物),桃園市蘆竹區忠孝西路１６９巷２０號九樓之２,4.96,商,,,1130103,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,40.669999999999995,1,1,1,有,有,4400000,108188,,0.0,0,,RPWNMLLMJHJGFEH58DA,28.61,0.0,3.8,有,
大園區,房地(土地+建物)+車位,桃園市大園區興德路３８之２號八樓,26.39,住,,,1130124,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040420,140.56,2,2,1,有,有,15000000,106716,坡道平面,25.35,0,,RPWRMLLJKHJGFEH78DA,69.93,1.63,6.06,有,029
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區吉林路１５４之７號二樓,12.95,商,,,1130103,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920619,149.78,4,2,2,有,有,15400000,102817,坡道平面,0.0,1200000,陽台外推；其他增建；,RPPOMLPJKHJGFEH18DA,88.04,1.11,9.6,有,
蘆竹區,土地,八股段328地號,93.35,農,,,1130109,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2250000,24103,,0.0,0,八股段288地號161000元整、328地號2054800元整、852地號34200元整,RPQPMLQJKHJGFEH48DA,0.0,0.0,0.0,無,030
八德區,房地(土地+建物),桃園市八德區國聯街６６巷３０號,102.2,工,,,1130104,土地1建物1車位0,全,三層,透天厝,辦公用,鋼筋混凝土造,0820511,156.02,4,2,3,有,無,13000000,83323,,0.0,0,,RPROMLKKJHJGFFH97DA,129.12,18.0,8.9,無,
八德區,房地(土地+建物)+車位,桃園市八德區興仁路５４號十一樓,14.74,住,,,1130110,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851001,113.06,4,2,2,有,有,6650000,58818,坡道平面,0.0,0,陽台外推；夾層；,RPPNMLPLJHJGFFH28DA,56.25,0.0,7.01,有,031
八德區,房地(土地+建物)+車位,桃園市八德區仁德二路９號四樓,30.19,住,,,1130105,土地1建物1車位2,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050622,193.53,3,2,2,有,有,14250000,73632,坡道平面,68.8,0,後陽台加窗。其他增建；,RPPNMLPJKHJGFFH18DA,76.5,1.69,10.45,有,032
平鎮區,房地(土地+建物)+車位,桃園市平鎮區興華街１０１巷１２弄６號三樓,24.19,住,,,1130101,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880501,146.97,3,2,2,有,有,9500000,64639,坡道平面,0.0,0,,RPPOMLNLJHJGFGH28DA,79.96,0.0,11.36,有,
平鎮區,房地(土地+建物),桃園市平鎮區漢口街５５巷２弄２號,82.21,住,,,1130128,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0940523,245.4,4,2,3,有,無,15000000,61125,,0.0,0,,RPQNMLQJKHJGFGH48DA,185.19,5.75,54.46,無,
平鎮區,土地,中央段708地號,31.89,住,,,1130123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1540000,48291,,0.0,0,,RPRNMLQJKHJGFGH58DA,0.0,0.0,0.0,無,
龍潭區,土地,中興段972地號,515.41,,鄉村區,乙種建築用地,1130112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,39000000,75668,,0.0,0,,RPQNMLMJKHJGFCH77EA,0.0,0.0,0.0,無,
大園區,房地(土地+建物),桃園市大園區拔子林三路５３巷５９弄１９號,62.5,住,,,1130116,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950418,108.51,4,2,3,有,無,7000000,64510,,0.0,0,,RPPNMLMJKHJGFEH87EA,95.23,3.96,9.32,無,
蘆竹區,建物,桃園市蘆竹區新南路一段２號,0.0,,,,1130129,土地0建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0620802,38.39,0,0,0,無,無,145100,3780,,0.0,0,建物坐落地號：南崁段215地號；親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKKHJGFEH48EA,38.39,0.0,0.0,無,
八德區,房地(土地+建物)+車位,桃園市八德區介壽路二段１３３巷１０７號六樓,18.62,住,,,1130106,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011204,120.35,2,2,1,有,有,11150000,92646,坡道平面,31.32,0,,RPRNMLQJKHJGFFH58EA,50.63,4.85,6.99,有,033
