鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
新莊區,房地(土地+建物)+車位,昌和街31~60號,26.72,都市：其他:第二種住宅區,,,1090215,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,194.82999999999998,3,2,2,有,有,25110000,139313,坡道平面,30.38,2200000,,RPTPNLOKIIPFFBF68DA,93.44,4.16,12.29,有
新莊區,房地(土地+建物)+車位,新北大道四段181~210號,25.49,都市：其他:第二種商業區,,,1090904,土地1建物1車位1,二十層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050920,231.0,2,2,2,有,有,28040000,135366,坡道平面,40.48,2250000,含裝潢費1699200元;,RPPOMLNKIIPFFBF97DA,109.6,0.0,9.08,有
新莊區,房地(土地+建物),昌平街82巷1~30號,15.77,都市：其他:住宅區,,,1090908,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831130,91.96000000000001,3,2,2,有,有,10000000,108743,,0.0,0,陽台外推;,RPOSMLNKIIPFFBF28DA,60.17,0.0,7.89,有
泰山區,房地(土地+建物),美寧街1~30號,20.65,都市：其他:住宅區,,,1090920,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800225,119.92,4,2,2,有,有,7500000,62542,,0.0,0,其他增建;,RPRQMLMKIIPFFBF28DA,94.1,1.56,11.5,有
新莊區,房地(土地+建物)+車位,新北大道二段241~270號,34.46,都市：其他:第二種住宅區,,,1090723,土地1建物1車位1,十八層，見其他登記事項,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071019,239.13,4,2,3,有,有,31400000,147550,坡道平面,44.62,2700000,,RPWPMLSJIIPFFBF56DA,110.41,12.44,5.92,有
新莊區,房地(土地+建物),中誠街46巷2弄1~30號,25.05,都市：其他:住宅區,,,1091004,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0710225,78.21,0,1,1,有,無,9000000,115075,,0.0,0,其他增建;,RPXNMLRJIIPFFBF98DA,70.56,7.65,0.0,無
林口區,房地(土地+建物)+車位,文化二路一段271~300號,11.3,都市：其他:中心商業區,,,1090927,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,114.58000000000001,2,2,1,有,有,10250000,89457,坡道機械,13.23,0,夾層;,RPSPMLSLRHPFFBF17DA,66.82,2.49,5.17,有
五股區,房地(土地+建物)+車位,新五路二段301~330號,47.62,都市：其他:住宅區,,,1090909,土地1建物1車位2,一層，二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070209,218.37,0,0,0,無,有,30000000,137382,坡道平面,55.62,0,親友、員工、共有人或其他特殊關係間之交易;,RPUPMLPLRHPFFBF07DA,100.09,0.0,8.96,有
林口區,房地(土地+建物)+車位,四維路121~150號,37.28,都市：其他:第二種住宅區,,,1090816,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051123,166.81,3,2,2,有,有,13850000,83029,坡道平面,29.89,0,其他增建;,RPTRMLSKRHPFFBF37DA,78.36,4.72,9.34,有
泰山區,房地(土地+建物),明志路二段361~390號,34.37,都市：其他:住宅區,,,1090822,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720629,119.04,2,2,1,有,無,7100000,59644,,0.0,0,陽台外推;,RPTPMLOLRHPFFBF86DA,106.39,0.0,12.65,無
新莊區,房地(土地+建物)+車位,中原路511~540號,16.09,都市：其他:第二種商業區,,,1090829,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060125,161.56,0,0,0,無,有,16990000,124579,坡道平面,42.84,2200000,,RPTPMLSJRHPFFBF07DA,64.19,3.7,5.49,有
新莊區,房地(土地+建物)+車位,中原路511~540號,16.09,都市：其他:第二種商業區,,,1090827,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060125,161.38,0,0,0,無,有,17010000,124937,坡道平面,42.84,2200000,裝潢費107萬,RPUQMLSJRHPFFBF27DA,64.11,3.7,5.49,有
新莊區,房地(土地+建物)+車位,新北大道四段31~60號,20.85,都市：其他:第二種商業區,,,1090808,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050323,190.92000000000002,2,2,2,有,有,23000000,136337,坡道平面,39.97,2420000,含傢俱設備費;,RPXRMLRJRHPFFBF57DA,88.16,0.0,11.92,有
新莊區,房地(土地+建物)+車位,中正路340巷31~60號,19.31,都市：其他:住宅區,,,1060620,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,162.18,3,2,2,有,有,19810000,126930,坡道平面,24.23,2300000,,RPQPMLOJRHPFFBF98DA,86.53,0.0,4.55,有
新莊區,房地(土地+建物)+車位,中正路340巷1~30號,12.79,都市：其他:住宅區,,,1070408,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,110.6,2,2,2,有,有,14500000,142411,坡道平面,24.23,2200000,,RPVUMLLLPHPFFBF07DA,53.81,0.0,3.22,有
新莊區,房地(土地+建物)+車位,中正路340巷1~30號,12.79,都市：其他:住宅區,,,1090406,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,110.6,2,2,2,有,有,15880000,158388,坡道平面,24.23,2200000,,RPWUMLLLPHPFFBF17DA,53.81,0.0,3.22,有
新莊區,房地(土地+建物)+車位,中正路340巷31~60號,17.08,都市：其他:住宅區,,,1090704,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,144.72,3,2,2,有,有,19500000,144410,坡道平面,24.23,2100000,,RPROMLPLPHPFFBF09DA,75.26,0.0,4.33,有
林口區,房地(土地+建物)+車位,中北一街61~90號,27.48,都市：其他:第二種住宅區,,,1090825,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041231,125.18,2,2,1,有,有,8400000,67103,坡道平面,29.93,0,,RPOOMLQLQHPFFBF98DA,56.63,3.89,5.2,有
新莊區,房地(土地+建物)+車位,中正路340巷1~30號,17.08,都市：其他:住宅區,,,1090518,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,143.29000000000002,3,2,2,有,有,18200000,131710,坡道平面,22.57,2300000,,RPPQMLQLQHPFFBF66DA,75.26,0.0,4.34,有
林口區,房地(土地+建物)+車位,文化三路二段115巷31~60號,16.97,都市：其他:第五種住宅區,,,1090902,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970926,106.13,2,1,1,有,有,7770000,73212,坡道機械,12.52,0,陽台外推;,RPPNMLNJRHPFFBF58DA,57.31,5.45,4.47,有
新莊區,房地(土地+建物)+車位,中正路340巷31~60號,12.79,都市：其他:住宅區,,,1060806,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,110.43,2,2,1,有,有,13020000,126682,坡道平面,24.23,2100000,,RPSOMLOJRHPFFBF09DA,53.82,0.0,3.22,有
板橋區,房地(土地+建物)+車位,英士路1~30號,15.24,都市：其他:住宅區,,,1090929,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070209,125.57,2,2,1,有,有,17800000,155541,坡道機械,17.56,1000000,含裝潢費;預售屋、或土地及建物分次登記案件;,RPROMLKLIIPFFAF87DA,63.75,8.92,3.25,有
板橋區,房地(土地+建物)+車位,雨農路1~30號,3.51,都市：其他:商業區,,,1090927,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860319,55.45,0,0,0,無,有,7250000,130748,升降機械,0.0,0,,RPUQMLTKIIPFFAF56DA,27.05,0.0,2.79,有
板橋區,房地(土地+建物),金華街10巷12弄1~30號,22.0,都市：其他:住宅區,,,1090725,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640623,65.24,4,2,1,有,無,9900000,151747,,0.0,0,其他增建;,RPPSMLTKIIPFFAF88DA,65.24,0.0,0.0,無
板橋區,土地,光華段391~420地號,6.07,都市：其他:住宅區,,,1090915,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,82372,,0.0,0,包含公共設施保留地用地;,RPPPMLTKIIPFFAF58DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物),南雅東路1~30號,4.32,都市：其他:商業區,,,1090907,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0861121,40.45,1,1,1,有,有,4920000,121632,,0.0,0,,RPXNMLTKIIPFFAF56DA,26.92,0.0,0.0,有
板橋區,房地(土地+建物),田單街2巷1~30號,35.0,都市：其他:第一種住宅區,,,1090915,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,109.92,5,4,2,有,無,7350000,66867,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPPNMLSKIIPFFAF28DA,109.92,0.0,0.0,無
土城區,土地,青雲段331~360地號,25.35,都市：其他:第二種商業區,,,1090924,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7669467,302543,,0.0,0,,RPPNMLTKIIPFFAF38DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物)+車位,懷德街174巷31~60號,19.12,都市：其他:住宅區,,,1090725,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850831,129.95999999999998,3,2,2,有,有,17600000,135426,坡道平面,0.0,0,陽台外推;其他增建;,RPXPMLQKIIPFFAF09DA,65.86,0.0,8.69,有
板橋區,房地(土地+建物),大觀路二段19巷91~120號,18.41,都市：其他:住宅區(再),,,1090912,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660617,63.39,2,2,1,有,無,6400000,100962,,0.0,0,,RPQQMLQKIIPFFAF48DA,51.72,0.0,11.67,無
土城區,房地(土地+建物),中華路一段31~60號,10.91,都市：其他:第一種住宅區,,,1090916,土地1建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,118.12,3,2,2,有,有,12800000,108364,,0.0,0,其他增建;,RPVRMLTKIIPFFAF76DA,75.19,0.42,16.96,有
板橋區,房地(土地+建物),光武街91~120號,10.67,都市：其他:住宅區,,,1090924,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850327,50.989999999999995,1,1,1,有,有,7000000,137282,,0.0,0,,RPTOMLKLIIPFFAF08DA,37.04,0.0,0.0,有
板橋區,房地(土地+建物)+車位,金門街31巷1~30號,9.23,都市：其他:第一種住宅區,,,1090914,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,62.57000000000001,1,1,1,有,有,5200000,83107,坡道平面,29.42,0,,RPPQMLKLIIPFFAF87DA,19.24,0.0,3.24,有
土城區,房地(土地+建物)+車位,學府路二段31~60號,29.64,都市：其他:第一種住宅區,,,1090713,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,186.49,4,2,2,有,有,20800000,111534,坡道平面,32.38,0,其他增建;,RPTQMLKLIIPFFAF28DA,89.83,8.06,11.24,有
板橋區,房地(土地+建物)+車位,文化路二段211~240號,26.54,都市：其他:住宅區,,,1090922,土地2建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1081101,253.28,4,2,2,有,有,45800000,196571,坡道平面,30.46,2000000,,RPUPMLKLIIPFFAF28DA,113.1,12.98,15.08,有
土城區,房地(土地+建物)+車位,學府路一段164巷5弄1~30號,19.07,都市：其他:第二種住宅區,,,1090907,土地1建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,162.41,3,2,2,有,有,14800000,91127,坡道平面,0.0,0,,RPOOMLKLIIPFFAF57DA,91.74,1.58,9.92,有
板橋區,房地(土地+建物),民生路二段181~210號,5.1,都市：其他:住宅區,,,1090908,土地1建物1車位0,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,48.839999999999996,0,1,1,有,有,12800000,262080,,0.0,0,陽台外推;,RPUPMLPKIIPFFAF68DA,27.21,11.66,0.0,有
板橋區,房地(土地+建物)+車位,新海路181~210號,3.91,都市：其他:商業區,,,1090817,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900724,78.71000000000001,2,2,1,有,有,12800000,191688,坡道機械,19.76,1500000,夾層;其他增建;,RPOOMLPKIIPFFAF97DA,39.01,0.0,2.14,有
板橋區,土地,大觀段961~990地號,76.71,都市：其他:住宅區,,,1090918,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,117325,,0.0,0,,RPXUMLOKIIPFFAF76DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物),漢生東路313巷1~30號,34.0,都市：其他:住宅區,,,1090206,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0621027,66.2,5,1,2,有,無,11150000,168429,,0.0,0,一樓無隔間。親友、員工、共有人或其他特殊關係間之交易;,RPUVMLOKIIPFFAF56DA,66.19,0.0,0.0,無
板橋區,房地(土地+建物)+車位,文化路二段211~240號,24.41,都市：其他:住宅區,,,1090922,土地2建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1081101,231.95,4,2,2,有,有,43830000,202704,坡道平面,28.55,2600000,含裝潢費1850000元;,RPSOMLMKIIPFFAF08DA,108.96,8.32,11.59,有
板橋區,房地(土地+建物),華江三路31~60號,10.71,都市：其他:第二種住宅區,,,1070109,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090624,66.77000000000001,2,1,1,有,有,9220000,138086,,0.0,0,預售屋、或土地及建物分次登記案件;,RPQRMLOKIIPFFAF38DA,38.64,1.9,4.2,有
板橋區,土地,幸福段151~180地號,10.0,都市：其他:道路用地,,,1091008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,759000,75900,,0.0,0,包含公共設施保留地用地;,RPRRMLOKIIPFFAF48DA,0.0,0.0,0.0,無
板橋區,土地,幸福段721~750地號,188.0,都市：其他:,,,1091008,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14269200,75900,,0.0,0,包含公共設施保留地用地;,RPTRMLOKIIPFFAF68DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物),成都街61~90號,17.8,都市：其他:商業區,,,1090907,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691121,80.58,2,2,2,有,無,9500000,117895,,0.0,0,其他增建;,RPXSMLMKIIPFFAF98DA,80.58,0.0,0.0,無
土城區,房地(土地+建物),四川路29巷1~30號,25.92,都市：其他:住宅區,,,1090913,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740116,100.12,3,2,2,有,無,9100000,90891,,0.0,0,其他增建;,RPPPMLMKIIPFFAF87DA,90.37,0.0,9.75,無
板橋區,房地(土地+建物),中正路250巷121~150號,18.2,都市：其他:住宅區,,,1090906,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690723,62.24,2,2,1,有,無,8500000,136568,,0.0,0,頂樓加蓋;其他增建;,RPQPMLMKIIPFFAF97DA,62.24,0.0,0.0,無
板橋區,房地(土地+建物),華東街301~330號,12.41,都市：其他:住宅區,,,1090830,土地2建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980119,127.41999999999999,3,2,2,有,有,15000000,117721,,0.0,0,陽台外推;,RPPQMLMKIIPFFAF97DA,77.64,2.81,11.1,有
土城區,房地(土地+建物)+車位,學士路33巷1~30號,29.08,都市：其他:第一種住宅區,,,1091008,土地1建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061226,169.61,3,2,2,有,有,21000000,149913,坡道平面,42.87,2000000,,RPUVMLSJIIPFFAF86DA,71.57,7.57,5.56,有
土城區,房地(土地+建物)+車位,中正路1~30號,16.5,都市：其他:第二種住宅區,,,1090907,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050321,130.92,2,2,1,有,有,14580000,111366,坡道平面,37.37,0,,RPXQMLRJIIPFFAF56DA,53.57,1.86,6.08,有
板橋區,房地(土地+建物),信義路1巷26弄1~30號,49.68,都市：其他:住宅區,,,1090830,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0790319,179.70999999999998,6,0,6,有,無,15600000,86807,,0.0,0,陽台外推;頂樓加蓋;其他增建;,RPVOMLSKRHPFFAF17DA,146.38,0.0,19.16,無
土城區,房地(土地+建物),日和街1~30號,15.2,都市：其他:商業區,,,1090818,土地1建物1車位0,二十七層,三十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081120,101.32999999999998,1,0,0,有,有,12400000,122372,,0.0,0,工程折讓9萬元,RPPNNLLLQHPFFAF48DA,54.92,7.0,4.43,有
土城區,房地(土地+建物),日和街1~30號,15.2,都市：其他:商業區,,,1090818,土地1建物1車位0,二十八層,三十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081120,101.32999999999998,1,0,0,有,有,12400000,122372,,0.0,0,工程折讓9萬元,RPQNNLLLQHPFFAF58DA,54.92,7.0,4.43,有
土城區,房地(土地+建物),學府路一段121~150號,6.04,都市：其他:第二種住宅區,,,1090824,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840524,31.89,1,1,1,有,有,3700000,116024,,0.0,0,,RPWOMLLMQHPFFAF66DA,20.16,0.0,3.15,有
土城區,房地(土地+建物),學府路一段126巷31~60號,21.51,都市：其他:第二種住宅區,,,1090815,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,115.65,3,2,2,有,有,13980000,120882,,0.0,0,,RPOPMLLKRHPFFAF48DA,85.52,0.0,10.59,有
板橋區,房地(土地+建物)+車位,國慶路158巷31~60號,13.32,都市：其他:住宅區,,,1090803,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,132.56,2,2,2,有,有,13300000,100332,坡道平面,38.09,0,,RPRQMLQJIIPFFAF48DA,57.57,2.37,5.6,有
土城區,房地(土地+建物),福祥街42巷1~30號,30.0,都市：其他:第一種住宅區,,,1090824,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.63,4,2,2,有,有,15400000,91869,,0.0,0,陽台外推;,RPSQMLSLRHPFFAF17DA,128.24,0.0,14.21,有
土城區,房地(土地+建物),興城路61~90號,36.29,都市：其他:第二種住宅區,,,1090904,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,73.9,2,2,1,有,無,8900000,120433,,0.0,0,格局變更陽台外推;,RPPRMLTLRHPFFAF07DA,73.9,0.0,0.0,無
土城區,房地(土地+建物),青雲路61~90號,13.21,都市：其他:第二種住宅區,,,1090921,土地4建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840424,100.92999999999999,2,2,1,有,有,11000000,108986,,0.0,0,陽台外推;,RPUSMLTLRHPFFAF67DA,71.28,0.62,10.23,有
板橋區,車位,中山路二段391~420號,1.89,都市：其他:乙種工業區,,,1090910,土地1建物1車位1,,,其他,,,,29.86,0,0,0,有,有,1950000,,坡道平面,29.86,1950000,僅車位交易;,RPXOMLKMRHPFFAF76DA,0.0,0.0,0.0,有
板橋區,土地,江子翠段第三崁小段121~150地號,269.15,都市：其他:綠地用地,,,1091007,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46838327,174023,,0.0,0,包含公共設施保留地用地;,RPPNMLMKIIPFFAF67DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物),長江路一段91~120號,31.31,都市：其他:住宅區,,,1090915,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.91,3,2,2,有,無,8680000,79699,,0.0,0,其他增建;,RPPSMLSJIIPFFAF68DA,100.51,0.0,8.4,無
板橋區,房地(土地+建物),民生路三段301~330號,1.4,都市：其他:住宅區,,,1090913,土地1建物1車位0,十九層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,42.04,1,1,1,有,有,6450000,153425,,0.0,0,陽台外推;夾層;其他增建;,RPUTMLSJIIPFFAF66DA,19.9,0.0,8.63,有
板橋區,房地(土地+建物),介壽街91~120號,32.25,都市：其他:住宅區,,,1090820,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,94.17,0,1,1,有,無,26000000,276096,,0.0,0,未登記建物;,RPURMLNKIIPFFAF68DA,94.17,0.0,0.0,無
土城區,土地,員仁段811~840地號,204.49,都市：其他:高速公路用地,,,1090921,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000000,48902,,0.0,0,,RPOOMLNKIIPFFAF77DA,0.0,0.0,0.0,無
板橋區,房地(土地+建物)+車位,板新路31~60號,19.72,都市：其他:住宅區,,,1090924,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930830,162.92,4,2,2,有,有,21320000,130862,坡道平面,0.0,2300000,陽台外推;其他增建;,RPOUMLOKIIPFFAF48DA,85.88,0.81,10.13,有
板橋區,房地(土地+建物)+車位,民生路三段1~30號,8.27,都市：其他:住宅區,,,1090916,土地1建物1車位1,九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881025,166.89999999999998,3,2,3,有,有,26350000,157879,坡道機械,22.85,0,陽台外推;,RPROMLPKIIPFFAF28DA,99.14,0.0,15.82,有
土城區,房地(土地+建物)+車位,龍山一街1~30號,16.72,都市：其他:第二種住宅區,,,1090929,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090715,117.71000000000001,2,2,1,有,有,10850000,116978,坡道平面,39.49,1700000,,RPVOMLPKIIPFFAF68DA,48.52,0.0,3.85,有
土城區,房地(土地+建物),延壽路13巷1~30號,19.77,都市：其他:第一種住宅區,,,1090926,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720907,70.12,3,2,1,有,無,5300000,75585,,0.0,0,,RPWOMLQKIIPFFAF88DA,60.79,0.0,9.33,無
板橋區,房地(土地+建物)+車位,國慶路158巷31~60號,22.23,都市：其他:住宅區,,,1091007,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,199.79,3,2,2,有,有,22500000,112618,坡道平面,0.0,0,,RPVVMLLLIIPFFAF09DA,97.27,5.6,9.95,有
板橋區,房地(土地+建物)+車位,雙十路二段61~90號,14.95,都市：其他:住宅區,,,1090622,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,172.82999999999998,3,2,2,有,有,25500000,147544,坡道平面,35.25,0,,RPUPMLMLIIPFFAF48DA,109.2,0.77,12.47,有
板橋區,房地(土地+建物),龍興街73巷1~30號,26.27,都市：其他:住宅區(再),,,1090927,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.38,3,2,2,有,無,6380000,83530,,0.0,0,,RPWQMLMLIIPFFAF78DA,76.38,0.0,0.0,無
板橋區,房地(土地+建物),莒光路79巷1~30號,18.83,都市：其他:住宅區,,,1090916,土地1建物2車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,48.99,5,3,2,有,無,4000000,81649,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVPMLKLIIPFFAF38DA,48.99,0.0,0.0,無
